order,model_2.output1.net.result,prediction,actual,0.657998913,ANN Forecast Value,Train Sets Accuracy (Total=65.80%),prediction,ratio
21874,0.795726729,1,1,1,,,,
21875,0.836570748,1,1,1,,,,
21876,0.242205989,0,0,1,,,,
21877,0.423738342,0,0,1,,,,
21878,0.631612244,1,1,1,,,,
21879,0.578403121,1,1,1,,,,
21880,0.305748632,0,1,0,,,,
21881,0.404176948,0,1,0,,,,
21882,0.409607117,0,0,1,,,,
21883,0.462784707,0,1,0,,,,
21884,0.451775023,0,0,1,,,,
21885,0.808811874,1,0,0,,,,
21886,0.250364948,0,0,1,,,,
21887,0.803451419,1,1,1,,,,
21888,0.322948822,0,1,0,,,,
21889,0.202753415,0,0,1,,,,
21890,0.287855451,0,0,1,,,,
21891,0.189081432,0,0,1,,,,
21892,0.3303372,0,1,0,,,,
21893,0.391702793,0,0,1,,,,
21894,0.336078009,0,0,1,,,,
21895,0.258417644,0,1,0,,,,
21896,0.173591413,0,0,1,,,,
21897,0.792953171,1,1,1,,,,
21898,0.885577784,1,1,1,,,,
21899,0.531093756,1,1,1,,,,
21900,0.293606879,0,1,0,,,,
21901,0.65924603,1,0,0,,,,
21902,0.382288373,0,1,0,,,,
21903,0.679360605,1,0,0,,,,
21904,0.320867595,0,1,0,,,,
21905,0.694830393,1,1,1,,,,
21906,0.204492737,0,0,1,,,,
21907,0.664547789,1,1,1,,,,
21908,0.411537169,0,0,1,,,,
21909,0.801525429,1,1,1,,,,
21910,0.377873735,0,0,1,,,,
21911,0.449267942,0,1,0,,,,
21912,0.288945087,0,1,0,,,,
21913,0.403900724,0,1,0,,,,
21914,0.309773578,0,0,1,,,,
21915,0.434298595,0,1,0,,,,
21916,0.854237199,1,1,1,,,,
21917,0.357888445,0,0,1,,,,
21918,0.373379549,0,1,0,,,,
21919,0.81626125,1,1,1,,,,
21920,0.410142566,0,0,1,,,,
21921,0.251480055,0,0,1,,,,
21922,0.519373007,1,1,1,,,,
21923,0.657615061,1,1,1,,,,
21924,0.188255539,0,0,1,,,,
21925,0.704625244,1,1,1,,,,
21926,0.4343966,0,0,1,,,,
21927,0.330352481,0,1,0,,,,
21928,0.797527822,1,1,1,,,,
21929,0.729722714,1,1,1,,,,
21930,0.450193864,0,1,0,,,,
21931,0.381423575,0,1,0,,,,
21932,0.387445067,0,0,1,,,,
21933,0.369102997,0,0,1,,,,
21934,0.255613515,0,0,1,,,,
21935,0.563295211,1,1,1,,,,
21936,0.80014509,1,1,1,,,,
21937,0.25885957,0,0,1,,,,
21938,0.545849976,1,0,0,,,,
21939,0.579213038,1,1,1,,,,
21940,0.490276159,0,0,1,,,,
21941,0.422975162,0,0,1,,,,
21942,0.315299013,0,0,1,,,,
21943,0.713850176,1,1,1,,,,
21944,0.624861314,1,1,1,,,,
21945,0.482360505,0,0,1,,,,
21946,0.605667763,1,1,1,,,,
21947,0.350959847,0,0,1,,,,
21948,0.486446464,0,0,1,,,,
21949,0.872964767,1,1,1,,,,
21950,0.479968866,0,1,0,,,,
21951,0.39007847,0,1,0,,,,
21952,0.758367503,1,0,0,,,,
21953,0.477557617,0,1,0,,,,
21954,0.47183027,0,0,1,,,,
21955,0.276877921,0,0,1,,,,
21956,0.504347472,1,1,1,,,,
21957,0.403742151,0,1,0,,,,
21958,0.53348238,1,1,1,,,,
21959,0.393224682,0,1,0,,,,
21960,0.318759484,0,1,0,,,,
21961,0.549938156,1,0,0,,,,
21962,0.39534989,0,0,1,,,,
21963,0.498098145,0,0,1,,,,
21964,0.556586077,1,1,1,,,,
21965,0.746479521,1,0,0,,,,
21966,0.464338928,0,1,0,,,,
21967,0.570701145,1,1,1,,,,
21968,0.332314847,0,1,0,,,,
21969,0.501788887,1,1,1,,,,
21970,0.30028213,0,1,0,,,,
21971,0.279564292,0,0,1,,,,
21972,0.181367615,0,0,1,,,,
21973,0.804799795,1,1,1,,,,
21974,0.501791029,1,0,0,,,,
21975,0.426806427,0,0,1,,,,
21976,0.719172773,1,1,1,,,,
21977,0.541514862,1,1,1,,,,
21978,0.411644203,0,1,0,,,,
21979,0.828229053,1,1,1,,,,
21980,0.42732514,0,1,0,,,,
21981,0.426143435,0,1,0,,,,
21982,0.555583427,1,0,0,,,,
21983,0.261482573,0,0,1,,,,
21984,0.64457519,1,1,1,,,,
21985,0.193293371,0,0,1,,,,
21986,0.320833715,0,0,1,,,,
21987,0.495899576,0,1,0,,,,
21988,0.507364138,1,1,1,,,,
21989,0.189669369,0,0,1,,,,
21990,0.326637434,0,0,1,,,,
21991,0.234622297,0,0,1,,,,
21992,0.858974682,1,1,1,,,,
21993,0.623696786,1,1,1,,,,
21994,0.508154307,1,0,0,,,,
21995,0.407134874,0,1,0,,,,
21996,0.579202838,1,0,0,,,,
21997,0.448182916,0,0,1,,,,
21998,0.295457786,0,0,1,,,,
21999,0.41211542,0,0,1,,,,
22000,0.562117495,1,1,1,,,,
22001,0.256597333,0,1,0,,,,
22002,0.253198486,0,0,1,,,,
22003,0.582449422,1,1,1,,,,
22004,0.79133258,1,0,0,,,,
22005,0.610058246,1,1,1,,,,
22006,0.480172712,0,1,0,,,,
22007,0.33720861,0,1,0,,,,
22008,0.609414863,1,0,0,,,,
22009,0.280332152,0,0,1,,,,
22010,0.248359679,0,0,1,,,,
22011,0.429388732,0,1,0,,,,
22012,0.450397259,0,0,1,,,,
22013,0.434320197,0,1,0,,,,
22014,0.202497186,0,1,0,,,,
22015,0.902134006,1,0,0,,,,
22016,0.338021214,0,0,1,,,,
22017,0.452183819,0,1,0,,,,
22018,0.73152842,1,1,1,,,,
22019,0.879273348,1,1,1,,,,
22020,0.453614925,0,1,0,,,,
22021,0.402873058,0,1,0,,,,
22022,0.576685717,1,0,0,,,,
22023,0.507804393,1,0,0,,,,
22024,0.763232517,1,1,1,,,,
22025,0.865807014,1,1,1,,,,
22026,0.439412593,0,0,1,,,,
22027,0.521195606,1,1,1,,,,
22028,0.407480094,0,0,1,,,,
22029,0.77433824,1,1,1,,,,
22030,0.372661012,0,1,0,,,,
22031,0.83859829,1,1,1,,,,
22032,0.789608763,1,1,1,,,,
22033,0.720455683,1,1,1,,,,
22034,0.249144157,0,0,1,,,,
22035,0.870045164,1,1,1,,,,
22036,0.322618066,0,0,1,,,,
22037,0.488100806,0,1,0,,,,
22038,0.584510064,1,1,1,,,,
22039,0.325049604,0,0,1,,,,
22040,0.456172309,0,0,1,,,,
22041,0.430321913,0,1,0,,,,
22042,0.480717796,0,1,0,,,,
22043,0.471262532,0,0,1,,,,
22044,0.825512341,1,1,1,,,,
22045,0.450342259,0,1,0,,,,
22046,0.59535193,1,1,1,,,,
22047,0.446829557,0,0,1,,,,
22048,0.657114225,1,0,0,,,,
22049,0.362381734,0,0,1,,,,
22050,0.391351213,0,0,1,,,,
22051,0.273581301,0,1,0,,,,
22052,0.578545042,1,0,0,,,,
22053,0.210956954,0,0,1,,,,
22054,0.594200683,1,0,0,,,,
22055,0.887869846,1,1,1,,,,
22056,0.177235561,0,0,1,,,,
22057,0.524946599,1,1,1,,,,
22058,0.51327496,1,1,1,,,,
22059,0.282943965,0,0,1,,,,
22060,0.451186893,0,0,1,,,,
22061,0.447648472,0,1,0,,,,
22062,0.814219767,1,1,1,,,,
22063,0.828122229,1,1,1,,,,
22064,0.63988285,1,0,0,,,,
22065,0.695186118,1,1,1,,,,
22066,0.256316823,0,0,1,,,,
22067,0.501694671,1,1,1,,,,
22068,0.474655639,0,1,0,,,,
22069,0.182280232,0,0,1,,,,
22070,0.740272619,1,0,0,,,,
22071,0.34829707,0,1,0,,,,
22072,0.295734019,0,0,1,,,,
22073,0.412677286,0,0,1,,,,
22074,0.413784418,0,1,0,,,,
22075,0.86835863,1,1,1,,,,
22076,0.322696403,0,0,1,,,,
22077,0.85983382,1,1,1,,,,
22078,0.585982507,1,0,0,,,,
22079,0.517279344,1,1,1,,,,
22080,0.751985896,1,1,1,,,,
22081,0.443284851,0,1,0,,,,
22082,0.361541783,0,1,0,,,,
22083,0.747140802,1,1,1,,,,
22084,0.589611538,1,1,1,,,,
22085,0.221533499,0,1,0,,,,
22086,0.476171912,0,1,0,,,,
22087,0.411157356,0,0,1,,,,
22088,0.20415968,0,0,1,,,,
22089,0.377689574,0,0,1,,,,
22090,0.610546552,1,0,0,,,,
22091,0.388975552,0,0,1,,,,
22092,0.415531159,0,0,1,,,,
22093,0.61779053,1,0,0,,,,
22094,0.364564891,0,1,0,,,,
22095,0.300914589,0,0,1,,,,
22096,0.320097165,0,0,1,,,,
22097,0.408783119,0,0,1,,,,
22098,0.348068346,0,0,1,,,,
22099,0.283969969,0,0,1,,,,
22100,0.441308026,0,0,1,,,,
22101,0.348316624,0,0,1,,,,
22102,0.451653242,0,1,0,,,,
22103,0.452435308,0,0,1,,,,
22104,0.13593558,0,1,0,,,,
22105,0.466406671,0,1,0,,,,
22106,0.276890984,0,1,0,,,,
22107,0.61537859,1,0,0,,,,
22108,0.814530064,1,1,1,,,,
22109,0.310986542,0,0,1,,,,
22110,0.293210863,0,1,0,,,,
22111,0.361735181,0,1,0,,,,
22112,0.185602733,0,0,1,,,,
22113,0.386602273,0,0,1,,,,
22114,0.647889567,1,1,1,,,,
22115,0.667563302,1,0,0,,,,
22116,0.550136833,1,1,1,,,,
22117,0.415596823,0,0,1,,,,
22118,0.869199953,1,1,1,,,,
22119,0.613857243,1,1,1,,,,
22120,0.373849802,0,0,1,,,,
22121,0.654378066,1,1,1,,,,
22122,0.461498121,0,1,0,,,,
22123,0.369045448,0,1,0,,,,
22124,0.54989661,1,1,1,,,,
22125,0.758935934,1,1,1,,,,
22126,0.31174542,0,0,1,,,,
22127,0.47866158,0,0,1,,,,
22128,0.43279439,0,0,1,,,,
22129,0.397681389,0,0,1,,,,
22130,0.491466001,0,0,1,,,,
22131,0.291826344,0,1,0,,,,
22132,0.492455085,0,0,1,,,,
22133,0.438136442,0,0,1,,,,
22134,0.562381338,1,1,1,,,,
22135,0.415990353,0,0,1,,,,
22136,0.72788214,1,1,1,,,,
22137,0.371139735,0,0,1,,,,
22138,0.55068351,1,1,1,,,,
22139,0.312143991,0,0,1,,,,
22140,0.50876061,1,1,1,,,,
22141,0.77287563,1,1,1,,,,
22142,0.237649306,0,0,1,,,,
22143,0.25427628,0,0,1,,,,
22144,0.644611398,1,1,1,,,,
22145,0.553521349,1,0,0,,,,
22146,0.50177401,1,1,1,,,,
22147,0.826740404,1,1,1,,,,
22148,0.17560836,0,0,1,,,,
22149,0.592208394,1,0,0,,,,
22150,0.61797507,1,0,0,,,,
22151,0.414736131,0,0,1,,,,
22152,0.615108418,1,0,0,,,,
22153,0.260867725,0,1,0,,,,
22154,0.501188056,1,1,1,,,,
22155,0.788925442,1,1,1,,,,
22156,0.566709448,1,0,0,,,,
22157,0.367626589,0,0,1,,,,
22158,0.620387491,1,1,1,,,,
22159,0.458328114,0,0,1,,,,
22160,0.802411214,1,1,1,,,,
22161,0.324645322,0,0,1,,,,
22162,0.501010106,1,0,0,,,,
22163,0.457817928,0,1,0,,,,
22164,0.674852202,1,0,0,,,,
22165,0.307324021,0,1,0,,,,
22166,0.557315715,1,1,1,,,,
22167,0.447915478,0,0,1,,,,
22168,0.738286631,1,0,0,,,,
22169,0.524146211,1,0,0,,,,
22170,0.24126297,0,1,0,,,,
22171,0.696141067,1,1,1,,,,
22172,0.514795847,1,0,0,,,,
22173,0.407890619,0,1,0,,,,
22174,0.289636069,0,1,0,,,,
22175,0.488976669,0,1,0,,,,
22176,0.188191842,0,0,1,,,,
22177,0.335978844,0,0,1,,,,
22178,0.471240633,0,1,0,,,,
22179,0.459419613,0,0,1,,,,
22180,0.338935406,0,0,1,,,,
22181,0.772320378,1,1,1,,,,
22182,0.207975658,0,0,1,,,,
22183,0.580694603,1,0,0,,,,
22184,0.708092009,1,1,1,,,,
22185,0.268275181,0,0,1,,,,
22186,0.424484973,0,0,1,,,,
22187,0.21372763,0,0,1,,,,
22188,0.367181713,0,0,1,,,,
22189,0.608020831,1,1,1,,,,
22190,0.468857905,0,1,0,,,,
22191,0.23651929,0,0,1,,,,
22192,0.94429747,1,0,0,,,,
22193,0.667107142,1,1,1,,,,
22194,0.268336097,0,0,1,,,,
22195,0.547476061,1,1,1,,,,
22196,0.379617035,0,0,1,,,,
22197,0.316795342,0,1,0,,,,
22198,0.794859749,1,1,1,,,,
22199,0.320472125,0,0,1,,,,
22200,0.394119901,0,0,1,,,,
22201,0.525096292,1,0,0,,,,
22202,0.77341204,1,1,1,,,,
22203,0.255650425,0,0,1,,,,
22204,0.870465912,1,1,1,,,,
22205,0.420919959,0,0,1,,,,
22206,0.266062693,0,0,1,,,,
22207,0.842927242,1,0,0,,,,
22208,0.588604126,1,0,0,,,,
22209,0.256527584,0,0,1,,,,
22210,0.679310662,1,0,0,,,,
22211,0.424885534,0,0,1,,,,
22212,0.608623108,1,1,1,,,,
22213,0.20955161,0,0,1,,,,
22214,0.414663358,0,1,0,,,,
22215,0.413701055,0,1,0,,,,
22216,0.564785043,1,1,1,,,,
22217,0.340233796,0,0,1,,,,
22218,0.370464877,0,1,0,,,,
22219,0.633250019,1,1,1,,,,
22220,0.875739481,1,1,1,,,,
22221,0.630306457,1,1,1,,,,
22222,0.335423858,0,1,0,,,,
22223,0.418661703,0,1,0,,,,
22224,0.259197166,0,0,1,,,,
22225,0.215448992,0,1,0,,,,
22226,0.345447125,0,0,1,,,,
22227,0.727728223,1,1,1,,,,
22228,0.480380986,0,0,1,,,,
22229,0.252250659,0,0,1,,,,
22230,0.297073421,0,1,0,,,,
22231,0.898654361,1,1,1,,,,
22232,0.36575932,0,1,0,,,,
22233,0.356688572,0,0,1,,,,
22234,0.710255564,1,0,0,,,,
22235,0.635207669,1,0,0,,,,
22236,0.368516545,0,0,1,,,,
22237,0.403514526,0,0,1,,,,
22238,0.397816678,0,0,1,,,,
22239,0.49731607,0,1,0,,,,
22240,0.183705266,0,0,1,,,,
22241,0.619779346,1,1,1,,,,
22242,0.517245723,1,0,0,,,,
22243,0.481832659,0,1,0,,,,
22244,0.360181505,0,0,1,,,,
22245,0.748845738,1,1,1,,,,
22246,0.782099537,1,1,1,,,,
22247,0.766534141,1,0,0,,,,
22248,0.577100536,1,0,0,,,,
22249,0.617723774,1,1,1,,,,
22250,0.729956416,1,1,1,,,,
22251,0.699280999,1,1,1,,,,
22252,0.450726094,0,1,0,,,,
22253,0.388376654,0,1,0,,,,
22254,0.881458399,1,0,0,,,,
22255,0.623131324,1,0,0,,,,
22256,0.554176888,1,0,0,,,,
22257,0.461163403,0,1,0,,,,
22258,0.514374372,1,0,0,,,,
22259,0.609113246,1,1,1,,,,
22260,0.205577463,0,1,0,,,,
22261,0.685354498,1,1,1,,,,
22262,0.265471443,0,0,1,,,,
22263,0.810911546,1,1,1,,,,
22264,0.192317258,0,0,1,,,,
22265,0.287205889,0,0,1,,,,
22266,0.472405128,0,1,0,,,,
22267,0.253841143,0,1,0,,,,
22268,0.273900682,0,1,0,,,,
22269,0.807349584,1,1,1,,,,
22270,0.346621873,0,0,1,,,,
22271,0.583811766,1,1,1,,,,
22272,0.362877766,0,1,0,,,,
22273,0.678808554,1,1,1,,,,
22274,0.462877161,0,1,0,,,,
22275,0.299352447,0,1,0,,,,
22276,0.463275397,0,1,0,,,,
22277,0.520790946,1,1,1,,,,
22278,0.846354462,1,1,1,,,,
22279,0.292693925,0,0,1,,,,
22280,0.611018067,1,0,0,,,,
22281,0.495140735,0,0,1,,,,
22282,0.17503097,0,1,0,,,,
22283,0.750830835,1,0,0,,,,
22284,0.778861355,1,1,1,,,,
22285,0.36043548,0,1,0,,,,
22286,0.454531826,0,1,0,,,,
22287,0.252543232,0,0,1,,,,
22288,0.435833439,0,0,1,,,,
22289,0.709009673,1,1,1,,,,
22290,0.497637851,0,0,1,,,,
22291,0.82326069,1,1,1,,,,
22292,0.635519117,1,0,0,,,,
22293,0.521005367,1,1,1,,,,
22294,0.633075273,1,1,1,,,,
22295,0.368018037,0,0,1,,,,
22296,0.617165232,1,1,1,,,,
22297,0.603720158,1,1,1,,,,
22298,0.51158238,1,0,0,,,,
22299,0.70628871,1,1,1,,,,
22300,0.411195911,0,1,0,,,,
22301,0.524435327,1,1,1,,,,
22302,0.802331366,1,1,1,,,,
22303,0.902467898,1,1,1,,,,
22304,0.209549637,0,0,1,,,,
22305,0.28800969,0,1,0,,,,
22306,0.642832138,1,1,1,,,,
22307,0.681269018,1,1,1,,,,
22308,0.843539628,1,1,1,,,,
22309,0.683030811,1,1,1,,,,
22310,0.782002705,1,1,1,,,,
22311,0.350013342,0,1,0,,,,
22312,0.958326345,1,1,1,,,,
22313,0.583335354,1,0,0,,,,
22314,0.811099283,1,1,1,,,,
22315,0.150716713,0,0,1,,,,
22316,0.509579102,1,1,1,,,,
22317,0.190080612,0,0,1,,,,
22318,0.910511377,1,0,0,,,,
22319,0.502656348,1,0,0,,,,
22320,0.617296859,1,1,1,,,,
22321,0.416669118,0,0,1,,,,
22322,0.354828424,0,1,0,,,,
22323,0.457980141,0,0,1,,,,
22324,0.235042031,0,1,0,,,,
22325,0.276071351,0,0,1,,,,
22326,0.275354019,0,0,1,,,,
22327,0.445849329,0,0,1,,,,
22328,0.462586845,0,0,1,,,,
22329,0.263608977,0,0,1,,,,
22330,0.608335442,1,1,1,,,,
22331,0.808389032,1,1,1,,,,
22332,0.808369597,1,0,0,,,,
22333,0.64549969,1,1,1,,,,
22334,0.289300109,0,0,1,,,,
22335,0.429208605,0,0,1,,,,
22336,0.468685163,0,0,1,,,,
22337,0.372794416,0,0,1,,,,
22338,0.333452713,0,1,0,,,,
22339,0.47725549,0,1,0,,,,
22340,0.558877148,1,1,1,,,,
22341,0.472482918,0,1,0,,,,
22342,0.549835514,1,0,0,,,,
22343,0.748073853,1,1,1,,,,
22344,0.525837662,1,1,1,,,,
22345,0.787292971,1,1,1,,,,
22346,0.261029873,0,0,1,,,,
22347,0.696943649,1,0,0,,,,
22348,0.286639812,0,0,1,,,,
22349,0.88279798,1,1,1,,,,
22350,0.513768405,1,1,1,,,,
22351,0.355646416,0,0,1,,,,
22352,0.689056559,1,1,1,,,,
22353,0.282144694,0,1,0,,,,
22354,0.738167346,1,1,1,,,,
22355,0.723882923,1,1,1,,,,
22356,0.544068971,1,0,0,,,,
22357,0.490420823,0,0,1,,,,
22358,0.559785681,1,1,1,,,,
22359,0.464803516,0,1,0,,,,
22360,0.494889987,0,1,0,,,,
22361,0.404441743,0,0,1,,,,
22362,0.338430577,0,0,1,,,,
22363,0.690565795,1,0,0,,,,
22364,0.43714531,0,1,0,,,,
22365,0.308986286,0,0,1,,,,
22366,0.530539287,1,0,0,,,,
22367,0.387191086,0,1,0,,,,
22368,0.330126958,0,1,0,,,,
22369,0.444705034,0,1,0,,,,
22370,0.576827935,1,1,1,,,,
22371,0.744612154,1,1,1,,,,
22372,0.57446472,1,0,0,,,,
22373,0.28558394,0,1,0,,,,
22374,0.720580346,1,1,1,,,,
22375,0.503597766,1,0,0,,,,
22376,0.419835792,0,1,0,,,,
22377,0.332404602,0,1,0,,,,
22378,0.237528382,0,0,1,,,,
22379,0.74660597,1,1,1,,,,
22380,0.26370361,0,0,1,,,,
22381,0.895603182,1,1,1,,,,
22382,0.536488257,1,1,1,,,,
22383,0.383792185,0,1,0,,,,
22384,0.354897993,0,1,0,,,,
22385,0.558024701,1,0,0,,,,
22386,0.244113426,0,0,1,,,,
22387,0.162857328,0,0,1,,,,
22388,0.364796775,0,0,1,,,,
22389,0.640096098,1,0,0,,,,
22390,0.525488135,1,0,0,,,,
22391,0.311578151,0,1,0,,,,
22392,0.616206339,1,1,1,,,,
22393,0.507025532,1,1,1,,,,
22394,0.368732353,0,1,0,,,,
22395,0.512682042,1,1,1,,,,
22396,0.449170941,0,0,1,,,,
22397,0.829038899,1,1,1,,,,
22398,0.907829582,1,0,0,,,,
22399,0.797958141,1,1,1,,,,
22400,0.805783229,1,1,1,,,,
22401,0.697538185,1,0,0,,,,
22402,0.553460755,1,1,1,,,,
22403,0.493923648,0,0,1,,,,
22404,0.387178897,0,0,1,,,,
22405,0.646586042,1,1,1,,,,
22406,0.759980533,1,1,1,,,,
22407,0.26320872,0,0,1,,,,
22408,0.404719271,0,0,1,,,,
22409,0.620480725,1,1,1,,,,
22410,0.736784395,1,1,1,,,,
22411,0.552417625,1,0,0,,,,
22412,0.654093314,1,0,0,,,,
22413,0.872716977,1,1,1,,,,
22414,0.622231838,1,0,0,,,,
22415,0.441624112,0,1,0,,,,
22416,0.497095401,0,1,0,,,,
22417,0.456709467,0,1,0,,,,
22418,0.544425792,1,1,1,,,,
22419,0.611539417,1,1,1,,,,
22420,0.656408366,1,0,0,,,,
22421,0.489199963,0,0,1,,,,
22422,0.243580963,0,0,1,,,,
22423,0.669098063,1,1,1,,,,
22424,0.483019473,0,1,0,,,,
22425,0.557995009,1,0,0,,,,
22426,0.527111617,1,0,0,,,,
22427,0.75128032,1,1,1,,,,
22428,0.336017479,0,0,1,,,,
22429,0.483844959,0,1,0,,,,
22430,0.437592088,0,0,1,,,,
22431,0.246098897,0,0,1,,,,
22432,0.312235309,0,0,1,,,,
22433,0.484648898,0,0,1,,,,
22434,0.429502846,0,0,1,,,,
22435,0.367113497,0,0,1,,,,
22436,0.172050376,0,0,1,,,,
22437,0.776561179,1,0,0,,,,
22438,0.34094306,0,0,1,,,,
22439,0.349160253,0,0,1,,,,
22440,0.704079214,1,1,1,,,,
22441,0.60764918,1,1,1,,,,
22442,0.373189736,0,0,1,,,,
22443,0.594008911,1,0,0,,,,
22444,0.578323815,1,1,1,,,,
22445,0.474448347,0,0,1,,,,
22446,0.358769394,0,1,0,,,,
22447,0.880000067,1,1,1,,,,
22448,0.431143861,0,0,1,,,,
22449,0.599243837,1,0,0,,,,
22450,0.38755642,0,1,0,,,,
22451,0.273940286,0,0,1,,,,
22452,0.507079971,1,0,0,,,,
22453,0.764836127,1,1,1,,,,
22454,0.120876946,0,0,1,,,,
22455,0.572053245,1,1,1,,,,
22456,0.326971558,0,0,1,,,,
22457,0.494545076,0,0,1,,,,
22458,0.368866169,0,0,1,,,,
22459,0.224799416,0,0,1,,,,
22460,0.330875976,0,1,0,,,,
22461,0.787581875,1,1,1,,,,
22462,0.267215045,0,0,1,,,,
22463,0.305127425,0,0,1,,,,
22464,0.879027181,1,1,1,,,,
22465,0.467354671,0,0,1,,,,
22466,0.654133389,1,0,0,,,,
22467,0.29532925,0,1,0,,,,
22468,0.613579972,1,0,0,,,,
22469,0.621581466,1,1,1,,,,
22470,0.60842336,1,1,1,,,,
22471,0.39939759,0,0,1,,,,
22472,0.356456488,0,0,1,,,,
22473,0.568005701,1,0,0,,,,
22474,0.452775265,0,0,1,,,,
22475,0.190430528,0,0,1,,,,
22476,0.628223724,1,1,1,,,,
22477,0.651451509,1,0,0,,,,
22478,0.390799679,0,0,1,,,,
22479,0.139687448,0,0,1,,,,
22480,0.928510737,1,1,1,,,,
22481,0.508714922,1,0,0,,,,
22482,0.443054362,0,0,1,,,,
22483,0.504935716,1,1,1,,,,
22484,0.154605367,0,0,1,,,,
22485,0.878967384,1,1,1,,,,
22486,0.51527471,1,0,0,,,,
22487,0.284880762,0,0,1,,,,
22488,0.478278242,0,0,1,,,,
22489,0.602283386,1,1,1,,,,
22490,0.559047882,1,0,0,,,,
22491,0.456489809,0,0,1,,,,
22492,0.403900553,0,1,0,,,,
22493,0.523191019,1,0,0,,,,
22494,0.492923433,0,1,0,,,,
22495,0.541150393,1,0,0,,,,
22496,0.370241591,0,0,1,,,,
22497,0.160364597,0,0,1,,,,
22498,0.318025264,0,0,1,,,,
22499,0.3688163,0,0,1,,,,
22500,0.809665248,1,1,1,,,,
22501,0.753968403,1,1,1,,,,
22502,0.220265997,0,0,1,,,,
22503,0.823660369,1,1,1,,,,
22504,0.77125144,1,1,1,,,,
22505,0.64672401,1,1,1,,,,
22506,0.916995791,1,1,1,,,,
22507,0.807819014,1,1,1,,,,
22508,0.188333392,0,0,1,,,,
22509,0.375121941,0,1,0,,,,
22510,0.883172776,1,1,1,,,,
22511,0.547263169,1,0,0,,,,
22512,0.680920292,1,1,1,,,,
22513,0.668693481,1,0,0,,,,
22514,0.462488282,0,0,1,,,,
22515,0.49345655,0,0,1,,,,
22516,0.517032384,1,1,1,,,,
22517,0.283709379,0,1,0,,,,
22518,0.594044677,1,1,1,,,,
22519,0.795391258,1,1,1,,,,
22520,0.27430218,0,1,0,,,,
22521,0.743782976,1,0,0,,,,
22522,0.522727071,1,1,1,,,,
22523,0.84147205,1,1,1,,,,
22524,0.266858725,0,1,0,,,,
22525,0.367090563,0,0,1,,,,
22526,0.796866758,1,1,1,,,,
22527,0.528408671,1,1,1,,,,
22528,0.464660057,0,1,0,,,,
22529,0.668372714,1,0,0,,,,
22530,0.128786773,0,0,1,,,,
22531,0.740285579,1,0,0,,,,
22532,0.735296304,1,0,0,,,,
22533,0.872612326,1,1,1,,,,
22534,0.855368967,1,1,1,,,,
22535,0.555998966,1,1,1,,,,
22536,0.871015092,1,0,0,,,,
22537,0.301025428,0,0,1,,,,
22538,0.39124781,0,0,1,,,,
22539,0.362630299,0,0,1,,,,
22540,0.188357966,0,0,1,,,,
22541,0.239123683,0,0,1,,,,
22542,0.562412678,1,1,1,,,,
22543,0.705756409,1,0,0,,,,
22544,0.394324377,0,0,1,,,,
22545,0.863899534,1,1,1,,,,
22546,0.55316848,1,0,0,,,,
22547,0.227711066,0,1,0,,,,
22548,0.228269831,0,0,1,,,,
22549,0.266133183,0,0,1,,,,
22550,0.456069654,0,1,0,,,,
22551,0.456083604,0,0,1,,,,
22552,0.44972508,0,0,1,,,,
22553,0.41174898,0,1,0,,,,
22554,0.799796833,1,1,1,,,,
22555,0.522379583,1,1,1,,,,
22556,0.49116079,0,0,1,,,,
22557,0.672469953,1,0,0,,,,
22558,0.742284002,1,0,0,,,,
22559,0.760631652,1,1,1,,,,
22560,0.373066078,0,0,1,,,,
22561,0.757551368,1,1,1,,,,
22562,0.885048075,1,1,1,,,,
22563,0.382012274,0,1,0,,,,
22564,0.310890316,0,0,1,,,,
22565,0.84529751,1,1,1,,,,
22566,0.531989423,1,1,1,,,,
22567,0.298171159,0,0,1,,,,
22568,0.647970974,1,1,1,,,,
22569,0.375131372,0,0,1,,,,
22570,0.291666272,0,1,0,,,,
22571,0.583002549,1,1,1,,,,
22572,0.491499453,0,0,1,,,,
22573,0.484059034,0,0,1,,,,
22574,0.41408671,0,1,0,,,,
22575,0.492790772,0,1,0,,,,
22576,0.225104504,0,0,1,,,,
22577,0.906724798,1,1,1,,,,
22578,0.472764543,0,1,0,,,,
22579,0.803285462,1,0,0,,,,
22580,0.341434164,0,1,0,,,,
22581,0.46555347,0,0,1,,,,
22582,0.428424098,0,0,1,,,,
22583,0.726549868,1,1,1,,,,
22584,0.779773863,1,1,1,,,,
22585,0.564210887,1,0,0,,,,
22586,0.225092253,0,0,1,,,,
22587,0.44833764,0,0,1,,,,
22588,0.255457053,0,1,0,,,,
22589,0.303171975,0,1,0,,,,
22590,0.697067008,1,1,1,,,,
22591,0.31193997,0,0,1,,,,
22592,0.748899225,1,1,1,,,,
22593,0.683515704,1,1,1,,,,
22594,0.38555158,0,0,1,,,,
22595,0.376926785,0,0,1,,,,
22596,0.231912265,0,0,1,,,,
22597,0.710528175,1,1,1,,,,
22598,0.702994989,1,0,0,,,,
22599,0.739449432,1,0,0,,,,
22600,0.401281063,0,1,0,,,,
22601,0.36686514,0,0,1,,,,
22602,0.163111066,0,0,1,,,,
22603,0.421284196,0,0,1,,,,
22604,0.357203419,0,1,0,,,,
22605,0.504822513,1,1,1,,,,
22606,0.299521843,0,0,1,,,,
